Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft,Floor_Level,Property_Age,Nearby_Amenities
1400,3,2,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2,17500000,Ready_to_move,Resale,Apartment,12500,3rd Floor,10-20 years,Near Park
2175,4,4,Unfurnished,"DLF Capital Greens, Moti Nagar, Kirti Nagar ( 1 km from New Moti Nagar, Kirti Nagar)",1,44000000,Ready_to_move,Resale,Apartment,20229.88506,1st Floor,0-5 years,None
1450,3,3,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,15000000,Ready_to_move,New_Property,Apartment,10344.82759,3rd Floor,5-10 years,Near Hospital
2800,4,5,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,42500000,Ready_to_move,Resale,Apartment,15178.57143,3rd Floor,5-10 years,Near Metro
861.112,2,2,Furnished,"New Moti Nagar, Kirti Nagar",2,5000000,Ready_to_move,Resale,Builder_Floor,5806.445619,Penthouse,0-5 years,Near Hospital
2282,4,5,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,38000000,Ready_to_move,Resale,Apartment,16652.0596,2nd Floor,20+ years,Near Hospital
1753,3,3,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1,19000000,Ready_to_move,Resale,Apartment,10838.56246,2nd Floor,5-10 years,Near Park
2659,4,5,Unfurnished,"New Moti Nagar, Kirti Nagar",3,43500000,Ready_to_move,Resale,Apartment,16359.53366,Ground Floor,10-20 years,Near Metro
1550,3,2,Unfurnished,"New Moti Nagar, Kirti Nagar",3,19500000,Ready_to_move,Resale,Apartment,12580.64516,Penthouse,5-10 years,Near Park
1470,3,2,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,14200000,Ready_to_move,New_Property,Apartment,9659.863946,3rd Floor,20+ years,Near Hospital
702,3,2,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2,14200000,Ready_to_move,Resale,Apartment,20227.92023,2nd Floor,5-10 years,Near Mall
1138,2,2,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2,13500000,Ready_to_move,New_Property,Apartment,11862.9174,Penthouse,20+ years,Near Park
1600,3,3,Semi-Furnished,Sheikh Sarai Phase 1,2,21000000,Ready_to_move,New_Property,Builder_Floor,13125,2nd Floor,0-5 years,Near Hospital
1600,3,3,Semi-Furnished,Sheikh Sarai Phase 1,1,22500000,Ready_to_move,Resale,Builder_Floor,14062.5,1st Floor,5-10 years,Near Mall
1250,2,4,Semi-Furnished,Sheikh Sarai,1,19000000,Ready_to_move,Resale,Builder_Floor,15200,2nd Floor,5-10 years,Near Mall
810,3,2,Semi-Furnished,Sheikh Sarai Phase 2,1,7500000,Ready_to_move,Resale,Builder_Floor,9259.259259,2nd Floor,10-20 years,Near Mall
585,2,2,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",1,4000000,Ready_to_move,Resale,Builder_Floor,6837.606838,3rd Floor,20+ years,Near Park
1700,3,3,Unfurnished,"Savitri Nagar Village, Sheikh Sarai",2,8000000,Ready_to_move,Resale,Builder_Floor,4705.882353,1st Floor,5-10 years,Near Park
1800,3,4,Semi-Furnished,Sheikh Sarai Phase 1,2,19000000,Ready_to_move,Resale,Apartment,10555.55556,1st Floor,10-20 years,Near Mall
600,1,1,Unfurnished,Sheikh Sarai Phase 2,2,7000000,Ready_to_move,New_Property,Apartment,11666.66667,3rd Floor,0-5 years,None
1250,3,3,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1,5800000,Ready_to_move,New_Property,Builder_Floor,4640,3rd Floor,0-5 years,Near Mall
600,3,2,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",1,8000000,Ready_to_move,Resale,Builder_Floor,13333.33333,Penthouse,5-10 years,Near Mall
1600,3,4,Unfurnished,Sheikh Sarai Phase 1,1,18800000,Ready_to_move,Resale,Apartment,11750,Ground Floor,5-10 years,Near Park
1100,3,2,Semi-Furnished,"Panchsheel Vihar, Sheikh Sarai",1,6000000,Ready_to_move,New_Property,Builder_Floor,5454.545455,1st Floor,5-10 years,Near Park
450,1,1,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1,2200000,Ready_to_move,New_Property,Apartment,4888.888889,1st Floor,5-10 years,Near Hospital
855,3,2,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",1,6500000,Ready_to_move,Resale,Builder_Floor,7602.339181,Ground Floor,10-20 years,Near Metro
1291.668,3,2,Unfurnished,Sheikh Sarai Phase 1,1,23500000,Ready_to_move,Resale,Apartment,18193.52961,3rd Floor,0-5 years,Near Park
1300,2,2,Semi-Furnished,Sheikh Sarai Phase 1,2,16000000,Ready_to_move,Resale,Apartment,12307.69231,3rd Floor,0-5 years,Near Park
1350,3,3,Unfurnished,Sheikh Sarai Phase 1,2,20000000,Ready_to_move,Resale,Apartment,14814.81481,1st Floor,5-10 years,None
900,2,2,Unfurnished,Sheikh Sarai Phase 1,2,5500000,Ready_to_move,New_Property,Builder_Floor,6111.111111,Penthouse,0-5 years,Near Mall
850,2,2,Semi-Furnished,Sheikh Sarai Phase 1,1,13500000,Ready_to_move,Resale,Apartment,15882.35294,Penthouse,5-10 years,Near Hospital
1650,3,3,Semi-Furnished,Sheikh Sarai Phase 1,1,22500000,Ready_to_move,Resale,Builder_Floor,13636.36364,Ground Floor,0-5 years,Near Hospital
650,2,2,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1,3800000,Ready_to_move,Resale,Apartment,5846.153846,Penthouse,10-20 years,Near Park
630,2,2,Semi-Furnished,"Apna Apartments, Savitri Nagar Village, Sheikh Sarai",1,4600000,Ready_to_move,Resale,Builder_Floor,7301.587302,3rd Floor,0-5 years,Near Hospital
1250,2,1,Semi-Furnished,Sheikh Sarai Phase 1,2,17500000,Ready_to_move,Resale,Apartment,14000,1st Floor,10-20 years,Near Hospital
1800,4,3,Furnished,"Panchsheel Vihar, Sheikh Sarai",2,5500000,Ready_to_move,New_Property,Builder_Floor,3055.555556,3rd Floor,5-10 years,Near Metro
1500,3,3,Semi-Furnished,Sheikh Sarai Phase 1,2,22500000,Ready_to_move,Resale,Builder_Floor,15000,Penthouse,5-10 years,Near Mall
1100,2,2,Semi-Furnished,Sheikh Sarai Phase 1,1,12500000,Ready_to_move,Resale,Apartment,11363.63636,1st Floor,20+ years,None
1400,3,2,Semi-Furnished,Sheikh Sarai Phase 1,2,19000000,Ready_to_move,Resale,Apartment,13571.42857,Ground Floor,10-20 years,Near Park
1300,2,2,Semi-Furnished,Sheikh Sarai Phase 1,2,15500000,Ready_to_move,Resale,Apartment,11923.07692,1st Floor,0-5 years,Near Park
1100,2,2,Semi-Furnished,Sheikh Sarai Phase 1,2,13500000,Ready_to_move,Resale,Apartment,12272.72727,Ground Floor,20+ years,Near Hospital
1600,3,3,Semi-Furnished,Sheikh Sarai Phase 1,2,21000000,Ready_to_move,Resale,Apartment,13125,Ground Floor,20+ years,Near Mall
2250,4,4,Semi-Furnished,"Punjabi Bagh Enclave, Punjabi Bagh West",2,50000000,Ready_to_move,New_Property,Builder_Floor,22222.22222,2nd Floor,10-20 years,Near Hospital
2592,4,3,Unfurnished,Punjabi Bagh,2,42500000,Ready_to_move,Resale,Builder_Floor,16396.60494,3rd Floor,20+ years,None
1800,4,4,Unfurnished,Punjabi Bagh West,2,45500000,Almost_ready,New_Property,Builder_Floor,25277.77778,3rd Floor,0-5 years,None
1700,3,3,Semi-Furnished,Punjabi Bagh,2,23000000,Ready_to_move,Resale,Builder_Floor,13529.41176,2nd Floor,5-10 years,Near Hospital
1640,3,3,Unfurnished,Punjabi Bagh West,1,12000000,Ready_to_move,Resale,Apartment,7317.073171,Penthouse,0-5 years,Near Mall
2572,3,3,Furnished,Punjabi Bagh West,4,35000000,Ready_to_move,Resale,Apartment,13608.08709,1st Floor,20+ years,Near Hospital
2100,3,3,Semi-Furnished,"Punjabi Bagh Enclave, Shivaji Park, Punjabi Bagh",1,25000000,Ready_to_move,Resale,Builder_Floor,11904.7619,Penthouse,5-10 years,Near Mall
1620,3,3,Semi-Furnished,"Punjabi Bagh Extension, Punjabi Bagh",1,29000000,Ready_to_move,New_Property,Builder_Floor,17901.23457,Penthouse,0-5 years,Near Hospital
2500,4,4,Semi-Furnished,Punjabi Bagh West,2,80000000,Ready_to_move,New_Property,Builder_Floor,32000,1st Floor,20+ years,Near Metro
2250,3,3,Semi-Furnished,Punjabi Bagh West,2,20500000,Ready_to_move,Resale,Apartment,9111.111111,Penthouse,0-5 years,Near Hospital
2445,4,4,Semi-Furnished,"DLF Capitals Phase III, Shivaji Park, Punjabi Bagh",1,52500000,Ready_to_move,Resale,Apartment,21472.39264,3rd Floor,20+ years,Near Hospital
2250,4,4,Unfurnished,Punjabi Bagh,2,37500000,Ready_to_move,New_Property,Builder_Floor,16666.66667,Ground Floor,0-5 years,Near Mall
800,2,2,Semi-Furnished,"Punjabi Bagh Enclave, Punjabi Bagh West",2,7500000,Ready_to_move,Resale,Apartment,9375,1st Floor,10-20 years,Near Mall
1450,3,3,Semi-Furnished,"Punjabi Bagh Enclave, Punjabi Bagh",2,32500000,Ready_to_move,Resale,Builder_Floor,22413.7931,Penthouse,0-5 years,Near Hospital
1440,3,3,Unfurnished,"Punjabi Bagh Extension, Punjabi Bagh",2,24500000,Ready_to_move,Resale,Builder_Floor,17013.88889,2nd Floor,0-5 years,Near Hospital
5220,5,5,Unfurnished,Punjabi Bagh West,2,65000000,Ready_to_move,Resale,Builder_Floor,12452.10728,Penthouse,0-5 years,Near Metro
1800,3,3,Semi-Furnished,Punjabi Bagh,2,27500000,Ready_to_move,New_Property,Builder_Floor,15277.77778,3rd Floor,0-5 years,Near Park
4455,5,5,Semi-Furnished,Punjabi Bagh West,1,115000000,Almost_ready,New_Property,Builder_Floor,25813.69248,Penthouse,0-5 years,None
195,3,3,Semi-Furnished,"Punjabi Bagh Extension, Punjabi Bagh",1,28000000,Almost_ready,New_Property,Builder_Floor,143589.7436,Penthouse,20+ years,Near Hospital
807.2925,2,1,Semi-Furnished,"Punjabi Bagh Extension, Punjabi Bagh",1,8000000,Ready_to_move,Resale,Builder_Floor,9909.66719,Penthouse,10-20 years,Near Park
3500,4,4,Furnished,Punjabi Bagh West,3,75100000,Ready_to_move,New_Property,Builder_Floor,21457.14286,1st Floor,5-10 years,Near Hospital
1000,2,2,Semi-Furnished,"Punjabi Bagh Enclave, Madipur, Punjabi Bagh",1,7800000,Ready_to_move,Resale,Apartment,7800,Penthouse,20+ years,Near Hospital
900,2,2,Semi-Furnished,"Bhagwan Das Nagar, Punjabi Bagh",1,15000000,Ready_to_move,Resale,Builder_Floor,16666.66667,3rd Floor,20+ years,Near Park
1800,3,3,Furnished,Punjabi Bagh East,1,27500000,Ready_to_move,Resale,Builder_Floor,15277.77778,1st Floor,10-20 years,Near Metro
17010,3,3,Semi-Furnished,Punjabi Bagh West,2,25000000,Ready_to_move,Resale,Builder_Floor,1469.723692,Ground Floor,20+ years,Near Park
2340,4,4,Semi-Furnished,Punjabi Bagh East,1,26000000,Ready_to_move,Resale,Builder_Floor,11111.11111,Penthouse,0-5 years,Near Hospital
1350,3,3,Unfurnished,Punjabi Bagh East,1,23500000,Ready_to_move,Resale,Apartment,17407.40741,1st Floor,10-20 years,Near Park
464,3,1,Unfurnished,"Bhagwan Das Nagar, Punjabi Bagh",1,4200000,Ready_to_move,Resale,Builder_Floor,9051.724138,2nd Floor,10-20 years,Near Hospital
954,2,2,Unfurnished,Punjabi Bagh East,1,10000000,Ready_to_move,Resale,Builder_Floor,10482.18029,3rd Floor,20+ years,Near Park
1155,2,2,Semi-Furnished,"Pal Mohan Apartments, Punjabi Bagh",1,18500000,Ready_to_move,Resale,Builder_Floor,16017.31602,3rd Floor,5-10 years,Near Hospital
700,2,2,Unfurnished,Alaknanda,,16500000,Ready_to_move,Resale,Apartment,23571.42857,Ground Floor,10-20 years,Near Metro
980,2,2,Semi-Furnished,"Shivalik Apartments, Alaknanda",2,13800000,Ready_to_move,Resale,Apartment,14081.63265,Penthouse,20+ years,Near Hospital
1350,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,21000000,Ready_to_move,Resale,Apartment,15555.55556,2nd Floor,20+ years,None
1800,3,3,Semi-Furnished,"Gangotri Enclave, Alaknanda",2,22500000,Ready_to_move,Resale,Apartment,12500,2nd Floor,0-5 years,Near Park
968.751,2,2,Semi-Furnished,"Aravali Apartments, Alaknanda",2,15000000,Ready_to_move,Resale,Apartment,15483.85498,1st Floor,5-10 years,Near Hospital
1250,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,20000000,Ready_to_move,New_Property,Apartment,16000,3rd Floor,5-10 years,Near Hospital
1800,3,3,Furnished,"Aravali Apartments, Alaknanda",2,20000000,Ready_to_move,New_Property,Apartment,11111.11111,Penthouse,20+ years,Near Hospital
1400,3,2,Semi-Furnished,"Shivalik Apartments, Alaknanda",2,26000000,Ready_to_move,Resale,Builder_Floor,18571.42857,Penthouse,0-5 years,Near Metro
1000,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,19500000,Ready_to_move,Resale,Apartment,19500,Penthouse,0-5 years,None
1800,4,2,Semi-Furnished,"Tara Apartment, Alaknanda",1,21500000,Ready_to_move,Resale,Apartment,11944.44444,3rd Floor,20+ years,Near Metro
1500,3,3,Unfurnished,Alaknanda,1,26500000,Ready_to_move,New_Property,Apartment,17666.66667,2nd Floor,0-5 years,Near Park
1600,3,3,Semi-Furnished,"Narmada Apartment, Alaknanda",2,20000000,Ready_to_move,Resale,Apartment,12500,Penthouse,10-20 years,Near Hospital
1400,3,3,Furnished,"Narmada Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road society Narmada Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Near Alaknanda Main Market & Greater Kailash Metro Station. A very good 3 bhk flat for sale in rwa Narmada Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",1,18000000,Ready_to_move,Resale,Apartment,12857.14286,Ground Floor,0-5 years,Near Metro
1400,3,2,Unfurnished,Alaknanda,1,19000000,Ready_to_move,Resale,Apartment,13571.42857,2nd Floor,10-20 years,Near Hospital
2700,4,4,Unfurnished,Greater Kailash 4 Nri Colony,2,36500000,Ready_to_move,Resale,Builder_Floor,13518.51852,1st Floor,0-5 years,Near Metro
1100,2,2,Unfurnished,Alaknanda,2,15000000,Ready_to_move,Resale,Apartment,13636.36364,3rd Floor,10-20 years,Near Metro
1200,2,2,Semi-Furnished,Alaknanda,2,17500000,Ready_to_move,Resale,Apartment,14583.33333,Penthouse,5-10 years,Near Mall
1400,2,2,Semi-Furnished,Alaknanda,2,14000000,Ready_to_move,Resale,Apartment,10000,2nd Floor,20+ years,None
1500,3,3,Semi-Furnished,"Project Gangotri Enclave, Alaknanda",2,21000000,Ready_to_move,Resale,Apartment,14000,Ground Floor,20+ years,Near Mall
1320,3,2,Unfurnished,Alaknanda,2,15600000,Ready_to_move,Resale,Apartment,11818.18182,Penthouse,5-10 years,None
1300,3,3,Unfurnished,"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",2,19000000,Ready_to_move,Resale,Apartment,14615.38462,2nd Floor,10-20 years,Near Mall
1150,2,2,Unfurnished,"Narmada Apartment, Alaknanda",1,16500000,Ready_to_move,Resale,Apartment,14347.82609,3rd Floor,20+ years,Near Mall
1440,3,3,Unfurnished,Alaknanda,1,19000000,Ready_to_move,Resale,Apartment,13194.44444,2nd Floor,0-5 years,Near Metro
1400,2,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,16500000,Ready_to_move,Resale,Apartment,11785.71429,3rd Floor,5-10 years,Near Mall
450,1,1,Semi-Furnished,Alaknanda,1,3000000,Ready_to_move,Resale,Builder_Floor,6666.666667,3rd Floor,0-5 years,Near Hospital
1300,2,2,Semi-Furnished,"Yamuna Apartment, Alaknanda",1,15000000,Ready_to_move,Resale,Apartment,11538.46154,3rd Floor,5-10 years,None
1200,2,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,14300000,Ready_to_move,Resale,Apartment,11916.66667,1st Floor,10-20 years,Near Park
1300,3,2,Unfurnished,"Nilgiri Apartment, Alaknanda",1,18500000,Ready_to_move,Resale,Apartment,14230.76923,3rd Floor,20+ years,Near Park
1400,3,3,Furnished,"Tara Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park society Tara Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 4 ownership Freehold Near Alaknanda Main Market, Jamia Humderd University & Batra hospital. A very good 3 bhk flat for sale in rwa Tara Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. Other f read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",1,19000000,Ready_to_move,Resale,Apartment,13571.42857,2nd Floor,5-10 years,Near Hospital
1400,3,3,Semi-Furnished,Alaknanda,1,19000000,Ready_to_move,Resale,Apartment,13571.42857,Ground Floor,20+ years,Near Metro
500,2,2,Semi-Furnished,"Govindpuri Extension, Kalkaji",1,3300000,Ready_to_move,New_Property,Builder_Floor,6600,Ground Floor,0-5 years,Near Park
700,2,2,Semi-Furnished,"Govindpuri Extension, Kalkaji",1,3800000,Ready_to_move,New_Property,Builder_Floor,5428.571429,Penthouse,0-5 years,Near Mall
900,3,3,Semi-Furnished,"Govindpuri Extension, Kalkaji",1,7000000,Ready_to_move,New_Property,Builder_Floor,7777.777778,Penthouse,10-20 years,Near Park
1260,3,3,Semi-Furnished,Kalkaji,2,16500000,Ready_to_move,Resale,Builder_Floor,13095.2381,1st Floor,10-20 years,Near Hospital
950,3,2,Semi-Furnished,"Govindpuri Extension, Kalkaji",1,8000000,Ready_to_move,New_Property,Apartment,8421.052632,1st Floor,0-5 years,Near Hospital
405,1,1,Unfurnished,"DDA LIG Flat, Kalkaji",1,5600000,Ready_to_move,Resale,Builder_Floor,13827.16049,1st Floor,20+ years,Near Metro
1800,2,2,Furnished,Kalkaji,1,21000000,Ready_to_move,Resale,Builder_Floor,11666.66667,1st Floor,0-5 years,None
1300,3,3,Semi-Furnished,Kalkaji,2,21000000,Ready_to_move,Resale,Builder_Floor,16153.84615,1st Floor,20+ years,Near Mall
1000,3,3,Semi-Furnished,"Govindpuri Extension, Kalkaji",2,8600000,Ready_to_move,New_Property,Apartment,8600,3rd Floor,5-10 years,None
900,3,2,Semi-Furnished,"Giri Nagar, KalkaJi",2,6600000,Ready_to_move,Resale,Apartment,7333.333333,1st Floor,0-5 years,None
1800,3,3,Semi-Furnished,"Govindpuri Extension, Kalkaji",2,14000000,Ready_to_move,Resale,Builder_Floor,7777.777778,3rd Floor,20+ years,Near Mall
720,2,2,Unfurnished,"Govindpuri Extension, Kalkaji",2,4700000,Ready_to_move,Resale,Builder_Floor,6527.777778,Ground Floor,5-10 years,Near Hospital
1485,3,3,Unfurnished,"Rishi Apartment, Kalkaji",1,30000000,Ready_to_move,Resale,Apartment,20202.0202,Penthouse,5-10 years,Near Mall
1600,3,3,Semi-Furnished,Kalkaji,2,26000000,Ready_to_move,Resale,Builder_Floor,16250,Penthouse,10-20 years,None
1200,2,2,Furnished,"Deshbandhu Apartments, Kalkaji",2,18500000,Ready_to_move,Resale,Apartment,15416.66667,1st Floor,5-10 years,Near Mall
900,2,2,Semi-Furnished,"Dda Janta Flats, Kalkaji",2,6500000,Ready_to_move,Resale,Apartment,7222.222222,Ground Floor,20+ years,Near Park
900,2,2,Unfurnished,Kalkaji,2,15000000,Ready_to_move,Resale,Apartment,16666.66667,3rd Floor,5-10 years,None
800,2,2,Semi-Furnished,"Kalkaji super area 800 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 2 ownership Freehold 2 bhk flat for sale in kalkaji this is third floor with 2 bed room and bathrooms very peace full location and posh. The Summer Fields School is considered as among the best school of New Delhi and is located just beside to this property. Within the range of 4-5km, you will find some of the well-equipped hospitals which include AIMS Hospital and Moolchand Hospital.for more information about this flat please call me feel free. read more Contact Agent View Phone No. Share Feedback Agent Rose Estate 100+ Buyers Served",1,8000000,Ready_to_move,Resale,Builder_Floor,10000,Penthouse,10-20 years,Near Mall
1150,2,3,Semi-Furnished,"Deshbandhu Apartments, Kalkaji",2,16100000,Ready_to_move,Resale,Apartment,14000,Penthouse,5-10 years,Near Mall
900,3,3,Semi-Furnished,"Govindpuri Extension, Kalkaji",1,6800000,Ready_to_move,New_Property,Builder_Floor,7555.555556,1st Floor,10-20 years,Near Metro
1070,3,2,Furnished,Kalkaji Extention,1,6800000,Ready_to_move,Resale,Apartment,6355.140187,3rd Floor,5-10 years,Near Mall
1050,2,2,Unfurnished,Kalkaji Extention,1,9000000,Ready_to_move,Resale,Apartment,8571.428571,2nd Floor,20+ years,Near Park
1000,2,2,Semi-Furnished,"Kalkaji super area 1000 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Very beautiful 3 bedroom with attached washroom , drawing dining , modular kitchen , ac , servant room , power backup, powder room, separate underground and overhead water tanks, walking distance to market , easy access to ring road . For more details and site visit please contact cosmo properties. read more Contact Agent View Phone No. Share Feedback Agent Zee Associates",1,18000000,Ready_to_move,Resale,Builder_Floor,18000,2nd Floor,0-5 years,Near Hospital
